,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,URL,Employer est.,Per hour,Min Salary,Max Salary,Avg Salary,State,Companys Age,MachineLearning,python,power bi,big data,sql,Refined Title,Seniority
612,Data Scientist/Senior Data Scientist,$123K - $185K (Employer est.),"You will help find the appropriate machine learning / data mining algorithms to answer those questions and implement those on the C3 AI Suite so they can run at……
Skills: Statistics, Data mining, Calculus, R, Java",3.3,C3 AI,"New York, NY",501 to 1000 Employees,2009,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/data-scientist-senior-data-scientist-c3-ai-JV_IC1132348_KO0,36_KE37,42.htm?jl=1009372934128",1,0,123,185,154,NY,15,1,0,0,0,0,data scientist,senior
613,"Data Scientist, Data Strategy and Analytics",$144K - $288K (Employer est.),"Bachelor's degree in Mathematics, Statistics, related technical field, or equivalent practical experience. Collaborate with other teams to develop novel ways of……
Skills: Power BI, R, SAP BW 4HANA, SQL, AWS",3.8,Abbott Laboratories,"Alameda, CA",10000+ Employees,1888,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"https://www.glassdoor.com/job-listing/data-scientist-data-strategy-and-analytics-abbott-laboratories-JV_IC1147323_KO0,42_KE43,62.htm?jl=1009366792602",1,0,144,288,216,CA,136,0,0,1,0,1,data scientist,not applicable
614,"Senior Manager, Data Engineering",$170K - $215K (Employer est.),"This role will be a key technical and people leader responsible for enabling the business with the right information, tools, and technologies to gain valuable……
Skills: Go, Management, Data structures, Git, Tableau",2.5,Evolve Vacation Rentals,Remote,501 to 1000 Employees,2011,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/senior-manager-data-engineering-evolve-vacation-rentals-JV_KO0,31_KE32,55.htm?jl=1009365419514",1,0,170,215,192.5,Remote,13,0,0,0,0,0,data engineer,senior
615,"Director, Data Science and AI - IS Clinical Research",$133K - $220K (Employer est.),"Lead the data science and AI team to design, develop, and implement innovative solutions that leverage data and advanced analytics to improve health outcomes,……
Skills: TensorFlow, CI/CD, Spark, SQL, AWS",4,Keck Medical Center of USC,"Los Angeles, CA",5001 to 10000 Employees,1885,Hospital,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/director-data-science-and-ai-is-clinical-research-keck-medical-center-of-usc-JV_IC1146821_KO0,49_KE50,76.htm?jl=1009373031530",1,0,133,220,176.5,CA,139,0,0,0,0,1,artifical intelligence,not applicable
616,"Assistant Vice President, Data Science - Loss Analytics",$125K - $220K (Employer est.),"Lead a team of data scientists to research, develop and operationalize models to effectively explain the change drivers of frequency, severity and total loss……
Skills: Pricing, Mentoring, Natural language processing, Clustering, AI",3.5,Kemper,"Chicago, IL",5001 to 10000 Employees,1990,Company - Public,Insurance Carriers,Insurance,$25 to $100 million (USD),"https://www.glassdoor.com/job-listing/assistant-vice-president-data-science-loss-analytics-kemper-JV_IC1128808_KO0,52_KE53,59.htm?jl=1009379575170",1,0,125,220,172.5,IL,34,0,0,0,0,0,data scientist,head
617,"Senior Manager, Data Science, Ring Data Science & Engineering",$167K - $324K (Employer est.),"Oversee implementation of state-of-the-art technical designs (data pipelines, data models, predictive models, dashboards etc.). 5+ years experience with SQL.…
Skills: Computer science, SQL, Machine learning, Natural language processing, Scripting",3.7,Amazon.com Services LLC,"Hawthorne, CA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/senior-manager-data-science-ring-data-science-engineering-amazon-com-services-llc-JV_IC1146793_KO0,57_KE58,81.htm?jl=1009288661083",1,0,167,324,245.5,CA,30,1,0,0,0,1,data scientist,senior
618,Sr. Staff Machine Learning Scientist,$107K - $260K (Employer est.),"Communicate complex concepts and the results of models and analyses to both technical and non-technical audiences, influencing partners and customers with your……
Skills: TensorFlow, Customer service, Big data, English, SQL",3.8,PayPal,"San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/sr-staff-machine-learning-scientist-paypal-JV_IC1147436_KO0,35_KE36,42.htm?jl=1009358881853",1,0,107,260,183.5,CA,26,0,0,0,1,1,machine learning,senior
619,Staff Data Scientist,$174K - $222K (Glassdoor est.),"Conduct research, experimentation, and implementation of state-of-the-art traditional machine learning techniques and frameworks to address complex challenges.…
Skills: Pricing, AWS, Machine learning, Forecasting, APIs",4.7,Hypersonix,"San Jose, CA",1 to 50 Employees,2019,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/staff-data-scientist-hypersonix-JV_IC1147436_KO0,20_KE21,31.htm?jl=1009302586833",0,0,174,222,198,CA,5,1,0,0,0,0,data scientist,staff
621,Data & Analytics Delivery Lead,$87K - $175K (Employer est.),"The Data & Analytics Delivery Lead will be responsible for leading the delivery of cross-functional projects using advanced data science and analytics……
Skills: Azure, Business intelligence, Tableau, AWS, Machine learning",3.4,Xerox,"Raleigh, NC",10000+ Employees,1906,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),"https://www.glassdoor.com/job-listing/data-analytics-delivery-lead-xerox-JV_IC1138960_KO0,28_KE29,34.htm?jl=1009357129687",1,0,87,175,131,NC,118,1,0,0,0,0,data analyst,head
622,"Data Science & Analytics AML Operations, High Risk Detection Group",$98K - $144K (Glassdoor est.),"Work across multiple on-going initiatives by attending calls from various projects, understand the Screening needs from the cross-LOB projects, provide……
Skills: Microsoft Powerpoint, Statistics, Microsoft Excel, Microsoft Access, Visio",3.9,Bank of America,"Charlotte, NC",10000+ Employees,1904,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"https://www.glassdoor.com/job-listing/data-science-analytics-aml-operations-high-risk-detection-group-bank-of-america-JV_IC1138644_KO0,63_KE64,79.htm?jl=1009312460746",0,0,98,144,121,NC,120,0,0,0,0,0,data scientist,not applicable
624,"Senior Analyst, People Analytics - Hybrid",$86K - $120K (Employer est.),"Bachelor's or Master's degree in Human Resources, Business Analytics, Data Science, Computer Science, or a related field.…
Skills: Computer science, Power BI, Business intelligence, ATS, Data analysis skills",4.2,Acosta,"Jacksonville, FL",10000+ Employees,2023,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/senior-analyst-people-analytics-hybrid-acosta-JV_IC1154093_KO0,38_KE39,45.htm?jl=1009366416265",1,0,86,120,103,FL,1,0,0,1,0,0,data analyst,senior
625,"Principal Scientist- Data Science, Cell Therapy (Seattle, WA or Cambridge, MA)",$124K - $203K (Employer est.),"In order to be considered for this role , you must have at least a Ph.D. and 5+ years, MS and 8+ years, or BS and 10+ years of relevant experience in……
Skills: Statistics, R, SQL, AWS, Machine learning",3.9,Regeneron Pharmaceuticals Inc.,"Cambridge, MA",10000+ Employees,1988,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$5 to $10 billion (USD),"https://www.glassdoor.com/job-listing/principal-scientist-data-science-cell-therapy-seattle-wa-or-cambridge-ma-regeneron-pharmaceuticals-inc-JV_IC1154545_KO0,72_KE73,102.htm?jl=1009293052310",1,0,124,203,163.5,MA,36,1,0,0,0,1,data scientist,senior
626,"Senior Software Engineer, AI",$180K - $339K (Employer est.),"Deep C++ programming and problem-solving skills, including debugging, performance analysis, documentation, and test design. Ways to stand out from the crowd:…
Skills: Computer science, Analysis skills, C++, Deep learning, Software development",4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),"https://www.glassdoor.com/job-listing/senior-software-engineer-ai-nvidia-JV_IC1147439_KO0,27_KE28,34.htm?jl=1009367904612",1,0,180,339,259.5,CA,31,0,0,0,0,0,data engineer,senior
627,VP Data Engineering and Governance,$110K - $166K (Glassdoor est.),"Strong technical expertise in data engineering technologies and tools, such as ETL/ELT frameworks, cloud platforms, relational and NoSQL databases, DataOps,……
Skills: Management, DevOps, NoSQL, Test-driven development, Machine learning",3.5,Mr. Cooper,"Dallas, TX",5001 to 10000 Employees,1994,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),"https://www.glassdoor.com/job-listing/vp-data-engineering-and-governance-mr-cooper-JV_IC1139977_KO0,34_KE35,44.htm?jl=1009318770599",0,0,110,166,138,TX,30,1,0,0,0,1,data engineer,head
628,Machine Learning Data Engineer Specialist,$136K - $229K (Employer est.),"Excellent communication and collaboration skills to influence both technical and non-technical stakeholders. Develop, deploy, and scale machine learning models……
Skills: CI/CD, Azure, Go, Enterprise software, DevOps",3.7,FIS Global,"Seattle, WA",10000+ Employees,1968,Company - Public,Financial Transaction Processing,Financial Services,$10+ billion (USD),"https://www.glassdoor.com/job-listing/machine-learning-data-engineer-specialist-fis-global-JV_IC1150505_KO0,41_KE42,52.htm?jl=1009272570018",1,0,136,229,182.5,WA,56,1,0,0,0,0,data engineer,not applicable
629,Lead Data Scientist – Operations Research,$155K - $258K (Employer est.),"Education: bachelor’s degree in a technical field such as: Operations Research, Computer Science, Statistics, Applied Mathematics, Engineering or related……
Skills: MATLAB, Microsoft Excel, JD Edwards, Oracle, Data mining",3.8,McKesson,"Irving, TX",10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"https://www.glassdoor.com/job-listing/lead-data-scientist-operations-research-mckesson-JV_IC1140006_KO0,39_KE40,48.htm?jl=1009372399320",1,0,155,258,206.5,TX,191,0,0,0,0,0,data scientist,head
630,"Manager, Healthcare Analytics and Data Insights",$120K - $150K (Employer est.),"Using a range of analytical techniques and methods, tools and approaches, you will own and lead the generation of quantitative insights on people and health……
Skills: Power BI, Microsoft Excel, Computer literacy, Data analysis skills, Tableau",4.1,"Plus One, an Optum Company","Jersey City, NJ",1001 to 5000 Employees,1986,Company - Private,Beauty & Wellness,Personal Consumer Services,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/manager-healthcare-analytics-and-data-insights-plus-one-an-optum-company-JV_IC1126819_KO0,46_KE47,72.htm?jl=1009371592098",1,0,120,150,135,NJ,38,0,0,1,0,0,data analyst,manager
631,Senior Manager - Data Engineering & Machine Learning,$115K - $160K (Glassdoor est.),"Responsible for the overall design, development, and implementation of data engineering / ML solutions. Deep technical knowledge of data engineering and comfort……
Skills: TensorFlow, Power BI, Data structures, Spark, R",3.9,United Airlines,"Chicago, IL",10000+ Employees,1926,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),"https://www.glassdoor.com/job-listing/senior-manager-data-engineering-machine-learning-united-airlines-JV_IC1128808_KO0,48_KE49,64.htm?jl=1009232593608",0,0,115,160,137.5,IL,98,0,0,1,0,0,data engineer,senior
632,Applied NLP Data Scientist - Director,$157K - $205K (Employer est.),"Communicate complex technical concepts to both technical and non-technical audiences. Ideally a Bachelor’s degree or higher in Machine Learning, Computer……
Skills: Azure, Google Cloud Platform, AWS, Analysis skills, Machine learning",3.9,UBS,"New York, NY",10000+ Employees,1862,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),"https://www.glassdoor.com/job-listing/applied-nlp-data-scientist-director-ubs-JV_IC1132348_KO0,35_KE36,39.htm?jl=1009333324282",1,0,157,205,181,NY,162,1,0,0,0,0,data scientist,not applicable
633,Lead Software Engineer - Lead Data Scientist/Engineer,$117K - $160K (Glassdoor est.),"Experiment, develop and productionize high quality machine learning models, services and platforms to make huge technology and business impact.…
Skills: Data mining, Management, Relational databases, Big data, Software deployment",4,JPMorgan Chase & Co,"Columbus, OH",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"https://www.glassdoor.com/job-listing/lead-software-engineer-lead-data-scientist-engineer-jpmorgan-chase-co-JV_IC1145845_KO0,51_KE52,69.htm?jl=1009380340260",0,0,117,160,138.5,OH,225,1,0,0,1,0,data scientist,head
634,Staff Fraud and Risk Analyst,$59K - $105K (Glassdoor est.),"Use big data technology to mine massive scale transactional data to improve the fraud and credit risk mitigation strategies and design new risk-adjusted policy……
Skills: SQL, Statistical analysis, Analysis skills, QuickBooks, Data analytics",4.4,Intuit,"Los Angeles, CA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/staff-fraud-and-risk-analyst-intuit-JV_IC1146821_KO0,28_KE29,35.htm?jl=1009373981725",0,0,59,105,82,CA,41,0,0,0,1,1,data analyst,staff
635,AI/ML Business Systems Analyst,$134K - $289K (Employer est.),"Identify, evaluate, and develop systems requirements and procedures that are cost-effective and meet user requirements.…
Skills: Jira, Power BI, Azure, ERP systems, SQL",4,Lam Research,"Fremont, CA",10000+ Employees,1980,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),"https://www.glassdoor.com/job-listing/ai-ml-business-systems-analyst-lam-research-JV_IC1147355_KO0,30_KE31,43.htm?jl=1009289835024",1,0,134,289,211.5,CA,44,0,0,1,0,1,data analyst,not applicable
636,"Data Scientist, Signal Processing and Machine Learning",$119K - $169K (Employer est.),"You will work closely with cross-functional teams (hardware, software, clinical science, quality and regulatory) to plan and execute clinical studies for……
Skills: TensorFlow, Signal processing, Data analysis skills, SQL, Machine learning",3.1,Verily,"San Bruno, CA",1001 to 5000 Employees,2015,Subsidiary or Business Segment,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/data-scientist-signal-processing-and-machine-learning-verily-JV_IC1147399_KO0,53_KE54,60.htm?jl=1009340663510",1,0,119,169,144,CA,9,1,0,0,0,1,data scientist,not applicable
637,Principal AI/ML Engineer - Remote,$122K - $235K (Employer est.),"Bachelor’s degree in computer science, Math, Statistics, or a related STEM field with equivalent experience (Either 10+ years of experience in a technical……
Skills: TensorFlow, CI/CD, Statistics, Kubernetes, DevOps",3.5,Optum,"Minnetonka, MN",10000+ Employees,--,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"https://www.glassdoor.com/job-listing/principal-ai-ml-engineer-remote-optum-JV_IC1142552_KO0,31_KE32,37.htm?jl=1009358261873",1,0,122,235,178.5,MN,--,0,0,0,0,0,data engineer,senior
638,Staff Software Engineer - AI/ML,$218K - $242K (Employer est.),"Envision, design, and deliver software and tools as part of state-of-the-art machine learning platform. BS or MS in Computer Science or a related technical……
Skills: Computer science, Go, Big data, Data structures, Spark",3.9,Uber,"Sunnyvale, CA",10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/staff-software-engineer-ai-ml-uber-JV_IC1147442_KO0,29_KE30,34.htm?jl=1009357125799",1,0,218,242,230,CA,15,1,0,0,1,0,data engineer,staff
640,"Senior Data Scientist, Performance Analytics",$84K - $129K (Employer est.),"The Senior Data Scientist, Performance Analytics will be responsible for using statistical programs, developing internal analytical solutions, and using tools……
Skills: MATLAB, Microsoft Excel, R, Data analysis skills, SQL",3.8,ENGIE North America Inc.,"Houston, TX",10000+ Employees,2008,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$25 to $100 million (USD),"https://www.glassdoor.com/job-listing/senior-data-scientist-performance-analytics-engie-north-america-inc-JV_IC1140171_KO0,43_KE44,67.htm?jl=1009341546587",1,0,84,129,106.5,TX,16,0,0,0,0,1,data scientist,senior
641,Principal Analyst - Loss Forecasting,$145K - $180K (Employer est.),"Responsible for comparative analysis of various versions for the models; driving conversations to identify areas of improvement for model improvement.…
Skills: Survival analysis, SQL, Analysis skills, Regression analysis, Data science",3.8,Ally Financial,"Lewisville, TX",10000+ Employees,1919,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),"https://www.glassdoor.com/job-listing/principal-analyst-loss-forecasting-ally-financial-JV_IC1140022_KO0,34_KE35,49.htm?jl=1009376357175",1,0,145,180,162.5,TX,105,0,0,0,0,1,data analyst,senior
642,ANALYTICS ENGINEER,$8K (Employer est.),"Work with technical and non-technical stakeholders throughout the organization to develop data specifications, articulate complex technical constraints in plain……
Skills: Big data, Spark, R, Data analysis skills, SQL",4.2,University of Washington,"Seattle, WA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),"https://www.glassdoor.com/job-listing/analytics-engineer-university-of-washington-JV_IC1150505_KO0,18_KE19,43.htm?jl=1009380845124",1,0,8,8,8,WA,163,0,0,0,1,1,data engineer,not applicable
643,Machine Learning Researcher,$165K - $205K (Employer est.),"Your actions are geared towards actively supporting product deployment in the field. End-to-end proficiency at the model engineering process - from data……
Skills: TensorFlow, Computer science, Computer vision, Software deployment, Research",1,Modern Intelligence,"Austin, TX",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/machine-learning-researcher-modern-intelligence-JV_IC1139761_KO0,27_KE28,47.htm?jl=1009376018395",1,0,165,205,185,TX,--,0,0,0,0,0,machine learning,not applicable
644,Sr Quantitative Financial Analyst (Card CECL Loss Forecasting & Analytics),$125K - $210K (Employer est.),"Performs end-to-end market risk stress testing including scenario design, scenario implementation, results consolidation, internal and external reporting, and……
Skills: Microsoft Powerpoint, Microsoft Excel, R, SOX, Tableau",3.9,Bank of America,"Newark, DE",10000+ Employees,1904,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"https://www.glassdoor.com/job-listing/sr-quantitative-financial-analyst-card-cecl-loss-forecasting-analytics-bank-of-america-JV_IC1156369_KO0,70_KE71,86.htm?jl=1009368212686",1,0,125,210,167.5,DE,120,0,0,0,0,0,data analyst,senior
645,"Deloitte Risk & Financial Advisory Service Delivery Analyst - Data Management Solutions (Summer/Fall 2025, Winter 2026)",$82K - $84K (Employer est.),"Ability to describe complex technical concepts and ideas in non-technical terms. Our Deloitte Risk & Financial Advisory practice helps organizations effectively……
Skills: Microsoft Powerpoint, Microsoft Word, Power BI, Microsoft Excel, Operating systems",4,Deloitte,United States,10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD),"https://www.glassdoor.com/job-listing/deloitte-risk-financial-advisory-service-delivery-analyst-data-management-solutions-summer-fall-2025-winter-2026-deloitte-JV_KO0,112_KE113,121.htm?jl=1009379232598",1,0,82,84,83,US,174,0,0,1,0,0,data analyst,not applicable
647,Senior Data Engineer - Artificial Intelligence Group,$160K - $240K (Employer est.),"A degree in Computer Science, Engineering, Mathematics, or similar field of study or equivalent work experience.…
Skills: Computer science, Business intelligence, Cassandra, Data structures, Spark",4.1,Bloomberg,"New York, NY",10000+ Employees,1981,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/senior-data-engineer-artificial-intelligence-group-bloomberg-JV_IC1132348_KO0,50_KE51,60.htm?jl=1009312634807",1,0,160,240,200,NY,43,0,0,0,0,0,data engineer,senior
648,"Senior Data Scientist, AI Research Team",$130K - $180K (Employer est.),"Utilize a strong foundation in traditional data science techniques, ensuring the appropriate application of tools and methodologies. 10 paid sick days per year.…
Skills: Computer science, Data science, SaaS, AI, Python",3,Kiddom,"San Francisco, CA",51 to 200 Employees,2015,Company - Private,Primary & Secondary Schools,Education,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/senior-data-scientist-ai-research-team-kiddom-JV_IC1147401_KO0,38_KE39,45.htm?jl=1009336398548",1,0,130,180,155,CA,9,0,1,0,0,0,artifical intelligence,senior
649,Manager - Fraud Detection Analytics,$145K - $180K (Employer est.),"This will be achieved through analysis of data, developing dashboards to monitor targeted environments, developing fraud methods to alert on the risky behavior,……
Skills: Microsoft Excel, Oracle, R, SQL, AWS",3.8,Ally Financial,"Charlotte, NC",10000+ Employees,1919,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),"https://www.glassdoor.com/job-listing/manager-fraud-detection-analytics-ally-financial-JV_IC1138644_KO0,33_KE34,48.htm?jl=1009328221301",1,0,145,180,162.5,NC,105,0,0,0,0,1,data analyst,manager
651,Data Scientist,$117K - $211K (Employer est.),"Collaborate with other Data Scientists and other customer organizations to develop processes and tools to monitor and analyze model performance and data……
Skills: AWS, Machine learning, Data science, AI, Python",4,Parsons,Maryland,10000+ Employees,1944,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),"https://www.glassdoor.com/job-listing/data-scientist-parsons-JV_KO0,14_KE15,22.htm?jl=1009379243027",1,0,117,211,164,MD,80,1,1,0,0,0,data scientist,not applicable
652,Data Scientist,$139K - $181K (Employer est.),"Bachelor's or Master's degree in quantitative or technical field of study (e.g. statistics, mathematics, computer science, physical science, economics,……
Skills: Analysis skills, Supervising experience, Machine learning, Data management, GIS",4.1,US Office of the Director of National Intelligence,"Reston, VA",1 to 50 Employees,--,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/data-scientist-us-office-of-the-director-of-national-intelligence-JV_IC1130404_KO0,14_KE15,65.htm?jl=1009376560125",1,0,139,181,160,VA,--,1,0,0,0,0,data scientist,not applicable
654,Principal Engineer - Data and Analytics,$122K - $238K (Employer est.),"Bachelor's or master’s degree in Computer Science, Data Science, or a related field. 5+ years of experience in data engineering, data analysis, data……
Skills: Computer science, Elasticsearch, Data modeling, Avaya, Customer service",4.1,Genesys,Texas,5001 to 10000 Employees,1990,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),"https://www.glassdoor.com/job-listing/principal-engineer-data-and-analytics-genesys-JV_KO0,37_KE38,45.htm?jl=1009209979242",1,0,122,238,180,TX,34,0,0,0,0,0,data engineer,senior
655,Principal Data Scientist,$112K - $199K (Employer est.),"Regarded as an advanced professional in the data science field. Provide independent data science, machine learning, and analytical insights using member,……
Skills: Statistics, Data mining, SAS, R, Research",4.1,Navy Federal Credit Union,"Pensacola, FL",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/principal-data-scientist-navy-federal-credit-union-JV_IC1154318_KO0,24_KE25,50.htm?jl=1009371986874",1,0,112,199,155.5,FL,91,1,0,0,0,0,data scientist,senior
657,Sr Data Analyst,$113K - $158K (Employer est.),"A bachelor's degree in an analytical field or related field. You will design innovative analytic approaches to measure success, test hypotheses, extract……
Skills: Statistics, R, Tableau, SQL, Analysis skills",3.8,Disney Direct to Consumer,"Santa Monica, CA",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),"https://www.glassdoor.com/job-listing/sr-data-analyst-disney-direct-to-consumer-JV_IC1146873_KO0,15_KE16,41.htm?jl=1009348287092",1,0,113,158,135.5,CA,101,0,0,0,0,1,data analyst,senior
658,Analytics Lead,$99K - $157K (Glassdoor est.),"Ability to communicate clearly with both technical and non-technical audiences. Design and implement tools to ensure data quality and freshness.…
Skills: Data modeling, Data analysis skills, SQL, Financial services, Analytics",3.7,Step Mobile,"Palo Alto, CA",51 to 200 Employees,2018,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/analytics-lead-step-mobile-JV_IC1147434_KO0,14_KE15,26.htm?jl=1009334022581",0,0,99,157,128,CA,6,0,0,0,0,1,data analyst,head
659,Senior Product Analyst,$120K - $140K (Employer est.),"You have a demonstrated ability to translate analytical insights into clear recommendations and to communicate them to technical and non-technical colleagues.…
Skills: Statistics, E-commerce, SQL, Product development, Machine learning",4.1,Artsy,"New York, NY",201 to 500 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/senior-product-analyst-artsy-JV_IC1132348_KO0,22_KE23,28.htm?jl=1009259429567",1,0,120,140,130,NY,15,1,0,0,0,1,data analyst,senior
661,Expert AI/ML Applied Scientist - Generative AI ( Seattle & Bay Area),$185K - $404K (Employer est.),"SAP AI Product Engineering is responsible for designing central frameworks and cloud services such as Joule, Generative AI Hub, AI Core, and Document……
Skills: TensorFlow, Management, ERP systems, Machine learning, Deep learning",4.2,SAP,"Bellevue, WA",10000+ Employees,1972,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/expert-ai-ml-applied-scientist-generative-ai-seattle-bay-area-sap-JV_IC1150442_KO0,61_KE62,65.htm?jl=1009369336115",1,0,185,404,294.5,WA,52,1,0,0,0,0,artifical intelligence,senior
662,Data Analyst,$53K - $87K (Glassdoor est.),"A degree or certification in data science, engineering, statistics, mathematics, or related fields. Certification and/or proficiency in data-analysis tools and……
Skills: Statistical software, Statistics, Data analysis skills, Analysis skills, Machine learning",4.5,Remote Monitoring Center,"Cut Off, LA",Unknown,--,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/data-analyst-remote-monitoring-center-JV_IC1149896_KO0,12_KE13,37.htm?jl=1009374246533",0,0,53,87,70,LA,--,1,0,0,0,0,data analyst,not applicable
664,Staff Machine Learning Scientist- Generative AI,$130K - $189K (Employer est.),"PhD in Computer Science, Operations Research, Statistics, or highly quantitative field with strength in Deep Learning, Machine Learning, Data Analytics,……
Skills: Data mining, Sales, Data structures, C#, Spark",4,Visa,"Austin, TX",10000+ Employees,1958,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/staff-machine-learning-scientist-generative-ai-visa-JV_IC1139761_KO0,46_KE47,51.htm?jl=1009307202384",1,0,130,189,159.5,TX,66,1,0,0,0,0,machine learning,staff
665,"Director, Artificial Intelligence Innovation and Strategy",$160K - $200K (Employer est.),"Develop and maintain strategic partnerships with leading technologists and organizations to enhance student learning initiatives and KIPP's influence on……
Skills: Management, Research, Fundraising, Organizational skills, Budgeting",3.2,KIPP Team and Family (KIPP New Jersey & KIPP Miami),"Newark, NJ",Unknown,1994,Nonprofit Organization,Primary & Secondary Schools,Education,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/director-artificial-intelligence-innovation-and-strategy-kipp-team-and-family-kipp-new-jersey-kipp-miami-JV_IC1126906_KO0,56_KE57,104.htm?jl=1009327077764",1,0,160,200,180,NJ,30,0,0,0,0,0,teaching,not applicable
666,Data Scientist,$100K - $130K (Employer est.),"Excellent Communication: Excellent communication skills with the ability to communicate complex ideas effectively to both technical and non-technical……
Skills: Statistics, R, SQL, C, Communication skills",3.7,Flip Fit,"El Segundo, CA",201 to 500 Employees,2019,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/data-scientist-flip-fit-JV_IC1146779_KO0,14_KE15,23.htm?jl=1009373192608",1,0,100,130,115,CA,5,0,0,0,0,1,data scientist,not applicable
667,Sr Data Analyst - Marketing Technology & Analytics,$108K - $150K (Glassdoor est.),"Strong data analysis expertise with the proven ability to independently answer complex questions involving combining large data sets using a variety of SQL……
Skills: Jira, Computer science, Power BI, Web analytics, Data analysis skills",4,Toyota,"Plano, TX",10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),"https://www.glassdoor.com/job-listing/sr-data-analyst-marketing-technology-analytics-toyota-JV_IC1140045_KO0,46_KE47,53.htm?jl=1009366660162",0,0,108,150,129,TX,67,0,0,1,0,1,data analyst,senior
